imdb_id,type,title,country,date_added,release_year,rating,listed_in,description,age_certification,runtime,imdb_score,imdb_votes
tt11394180,Movie,Dick Johnson Is Dead,United States,"September 25, 2021",2020,PG-13,Documentaries,"As her father nears the end of his life, filmmaker Kirsten Johnson stages his death in inventive and comical ways to help them both face the inevitable.",PG-13,89mins,7.4,6390
tt13278100,TV Show,Ganglands,Somewhere,"September 24, 2021",2021,TV-MA,"Crime TV Shows, International TV Shows, TV Action & Adventure","To protect his family from a powerful drug lord, skilled thief Mehdi and his expert team of robbers are pulled into a violent and deadly turf war.",TV-MA,46mins,7,2460
tt15320436,TV Show,Jailbirds New Orleans,Somewhere,"September 24, 2021",2021,TV-MA,"Docuseries, Reality TV","Feuds, flirtations and toilet talk go down among the incarcerated women at the Orleans Justice Center in New Orleans on this gritty reality series.",TV-MA,41mins,6.6,205
tt9432978,TV Show,Kota Factory,India,"September 24, 2021",2021,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies","In a city of coaching centers known to train India’s finest collegiate minds, an earnest but unexceptional student and his friends navigate campus life.",TV-MA,42mins,9.3,66985
tt10574558,TV Show,Midnight Mass,Somewhere,"September 24, 2021",2021,TV-MA,"TV Dramas, TV Horror, TV Mysteries","The arrival of a charismatic young priest brings glorious miracles, ominous mysteries and renewed religious fervor to a dying town desperate to believe.",TV-MA,64mins,7.7,102321
tt10101702,Movie,My Little Pony: A New Generation,Somewhere,"September 24, 2021",2021,PG,Children & Family Movies,"Equestria's divided. But a bright-eyed hero believes Earth Ponies, Pegasi and Unicorns should be pals — and, hoof to heart, she’s determined to prove it.",PG,91mins,6.8,3468
tt0108041,Movie,Sankofa,"United States, Ghana, Burkina Faso, United Kingdom, Germany, Ethiopia","September 24, 2021",1993,TV-MA,"Dramas, Independent Movies, International Movies","On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",,124mins,7,678
tt1877368,TV Show,The Great British Baking Show,United Kingdom,"September 24, 2021",2021,TV-14,"British TV Shows, Reality TV","A talented batch of amateur bakers face off in a 10-week competition, whipping up their best dishes in the hopes of being named the U.K.'s best.",TV-PG,57mins,8.6,9564
tt5164438,Movie,The Starling,United States,"September 24, 2021",2021,PG-13,"Comedies, Dramas",A woman adjusting to life after a loss contends with a feisty bird that's taken over her garden — and a husband who's struggling to find a way forward.,PG-13,102mins,6.3,11733
tt14216574,TV Show,"Vendetta: Truth, Lies and The Mafia",Somewhere,"September 24, 2021",2021,TV-MA,"Crime TV Shows, Docuseries, International TV Shows","Sicily boasts a bold ""Anti-Mafia"" coalition. But what happens when those trying to bring down organized crime are accused of being criminals themselves?",TV-MA,39mins,6.7,232
tt14202282,TV Show,Bangkok Breaking,Somewhere,"September 23, 2021",2021,TV-MA,"Crime TV Shows, International TV Shows, TV Action & Adventure","Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",TV-MA,60mins,5.9,281
tt15204288,Movie,Confessions of an Invisible Girl,Somewhere,"September 22, 2021",2021,TV-PG,"Children & Family Movies, Comedies","When the clever but socially-awkward Tetê joins a new school, she'll do anything to fit in. But the queen bee among her classmates has other ideas.",,91mins,5.2,966
tt14178956,TV Show,Crime Stories: India Detectives,Somewhere,"September 22, 2021",2021,TV-MA,"British TV Shows, Crime TV Shows, Docuseries",Cameras following Bengaluru police on the job offer a rare glimpse into the complex and challenging inner workings of four major crime investigations.,TV-MA,52mins,7.2,934
tt5707802,TV Show,Dear White People,United States,"September 22, 2021",2021,TV-MA,"TV Comedies, TV Dramas","Students of color navigate the daily slights and slippery politics of life at an Ivy League college that's not nearly as ""post-racial"" as it thinks.",TV-MA,29mins,6.1,24863
tt8598690,TV Show,Falsa identidad,Mexico,"September 22, 2021",2020,TV-MA,"Crime TV Shows, Spanish-Language TV Shows, TV Dramas",Strangers Diego and Isabel flee their home in Mexico and pretend to be a married couple to escape his drug-dealing enemies and her abusive husband.,TV-14,43mins,7,351
tt5563324,Movie,Intrusion,Somewhere,"September 22, 2021",2021,TV-14,Thrillers,"After a deadly home invasion at a couple’s new dream house, the traumatized wife searches for answers — and learns the real danger is just beginning.",,92mins,5.3,15464
tt11698590,TV Show,Jaguar,Somewhere,"September 22, 2021",2021,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure","In the 1960s, a Holocaust survivor joins a group of self-trained spies who seek justice against Nazis fleeing to Spain to hide after WWII.",TV-MA,43mins,5.7,1718
tt15287836,TV Show,Monsters Inside: The 24 Faces of Billy Milligan,Somewhere,"September 22, 2021",2021,TV-14,"Crime TV Shows, Docuseries, International TV Shows","In the late 1970s, an accused serial rapist claims multiple personalities control his behavior, setting off a legal odyssey that captivates America.",,61mins,6.2,3038
tt4320258,TV Show,Resurrection: Ertugrul,Turkey,"September 22, 2021",2018,TV-14,"International TV Shows, TV Action & Adventure, TV Dramas","When a good deed unwittingly endangers his clan, a 13th-century Turkish warrior agrees to fight a sultan's enemies in exchange for new tribal land.",TV-14,57mins,7.9,35515
tt0151121,Movie,Jeans,India,"September 21, 2021",1998,TV-14,"Comedies, International Movies, Romantic Movies","When the father of the man she loves insists that his twin sons marry twin sisters, a woman creates an alter ego that might be a bit too convincing.",,175mins,6.4,3567
tt11904786,TV Show,Love on the Spectrum,Australia,"September 21, 2021",2021,TV-14,"Docuseries, International TV Shows, Reality TV","Finding love can be hard for anyone. For young adults on the autism spectrum, exploring the unpredictable world of dating is even more complicated.",TV-14,42mins,8.6,5210
tt0282003,Movie,Minsara Kanavu,Somewhere,"September 21, 2021",1997,TV-PG,"Comedies, International Movies, Music & Musicals",A tangled love triangle ensues when a man falls for a woman studying to become a nun — and she falls for the friend he enlists to help him pursue her.,G,145mins,6.7,1212
tt1375670,Movie,Grown Ups,United States,"September 20, 2021",2010,PG-13,Comedies,"Mourning the loss of their beloved junior high basketball coach, five middle-aged pals reunite at a lake house and rediscover the joys of being a kid.",PG-13,102mins,5.9,247229
tt4190332,Movie,Dark Skies,United States,"September 19, 2021",2013,PG-13,"Horror Movies, Sci-Fi & Fantasy","A family’s idyllic suburban life shatters when an alien force invades their home, and as they struggle to convince others of the deadly threat.",PG-13,97mins,6.3,75139
tt15257664,Movie,Ankahi Kahaniya,Somewhere,"September 17, 2021",2021,TV-14,"Dramas, Independent Movies, International Movies","As big city life buzzes around them, lonely souls discover surprising sources of connection and companionship in three tales of love, loss and longing.",,110mins,5.5,853
tt15125616,TV Show,Chicago Party Aunt,Somewhere,"September 17, 2021",2021,TV-MA,TV Comedies,Chicago Party Aunt Diane is an idolized troublemaker with a talent for avoiding adulthood — and a soft spot for her soul-searching nephew.,TV-MA,23mins,5.3,1383
tt7767422,TV Show,Sex Education,United Kingdom,"September 17, 2021",2020,TV-MA,"British TV Shows, International TV Shows, TV Comedies","Insecure Otis has all the answers when it comes to sex advice, thanks to his therapist mom. So rebel Maeve proposes a school sex-therapy clinic.",TV-MA,52mins,8.3,251168
tt10919420,TV Show,Squid Game,Somewhere,"September 17, 2021",2021,TV-MA,"International TV Shows, TV Dramas, TV Thrillers","Hundreds of cash-strapped players accept a strange invitation to compete in children's games. Inside, a tempting prize awaits — with deadly high stakes.",TV-MA,54mins,8,416738
tt8886670,Movie,The Father Who Moves Mountains,Somewhere,"September 17, 2021",2021,TV-MA,"Dramas, International Movies, Thrillers","When his son goes missing during a snowy hike in the mountains, a retired intelligence officer will stop at nothing — and risk everything — to find him.",PG-13,108mins,5.5,3385
tt10404944,Movie,The Stronghold,Somewhere,"September 17, 2021",2021,TV-MA,"Action & Adventure, Dramas, International Movies","Tired of the small-time grind, three Marseille cops get a chance to bust a major drug network. But lines blur when a key informant makes a big ask.",,105mins,6.9,9422
tt2720826,Movie,Birth of the Dragon,"China, Canada, United States","September 16, 2021",2017,PG-13,"Action & Adventure, Dramas","A young Bruce Lee angers kung fu traditionalists by teaching outsiders, leading to a showdown with a Shaolin master in this film based on real events.",PG-13,120mins,5.6,8112
tt4570986,TV Show,Chhota Bheem,India,"September 16, 2021",2021,TV-Y7,Kids' TV,"A brave, energetic little boy with superhuman powers leads his friends on exciting adventures to guard their fellow Dholakpur villagers from evil.",,22mins,4.1,822
tt11465278,TV Show,He-Man and the Masters of the Universe,United States,"September 16, 2021",2021,TV-Y7,"Kids' TV, TV Sci-Fi & Fantasy",Mighty teen Adam and his heroic squad of misfits discover the legendary power of Grayskull — and their destiny to defend Eternia from sinister Skeletor.,TV-Y7,26mins,5.8,1618
tt12428002,TV Show,The Smart Money Woman,Somewhere,"September 16, 2021",2020,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies","Five glamorous millennials strive for success as they juggle careers, finances, love and friendships. Based on Arese Ugwu's 2016 best-selling novel.",TV-MA,48mins,6.4,105
tt6803712,TV Show,Dharmakshetra,India,"September 15, 2021",2014,TV-PG,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy","After the ancient Great War, the god Chitragupta oversees a trial to determine who were the battle's true heroes and villains.",TV-14,44mins,8.2,247
tt1999167,Movie,Naruto Shippuden the Movie: Blood Prison,Japan,"September 15, 2021",2011,TV-14,"Action & Adventure, Anime Features, International Movies","Mistakenly accused of an attack on the Fourth Raikage, ninja Naruto is imprisoned in the impenetrable Hozuki Castle and his powers are sealed.",PG-13,108mins,7.1,5021
tt10521144,Movie,Nightbooks,Somewhere,"September 15, 2021",2021,TV-PG,Children & Family Movies,Scary story fan Alex must tell a spine-tingling tale every night — or stay trapped with his new friend in a wicked witch's magical apartment forever.,,103mins,5.7,8278
tt7978538,TV Show,Numberblocks,United Kingdom,"September 15, 2021",2021,TV-Y,Kids' TV,"In a place called Numberland, math adds up to tons of fun when a group of cheerful blocks work, play and sing together.",TV-Y,5mins,8.6,198
tt0096694,TV Show,Saved by the Bell,United States,"September 15, 2021",1994,TV-PG,"Kids' TV, TV Comedies","From middle school to college, best friends Zack, Kelly, Slater, Jessie, Screech and Lisa take on the highs and lows of life together in this hit series.",TV-G,23mins,7.1,34854
tt10322274,Movie,Schumacher,Somewhere,"September 15, 2021",2021,TV-14,"Documentaries, International Movies, Sports Movies","Through exclusive interviews and archival footage, this documentary traces an intimate portrait of seven-time Formula 1 champion Michael Schumacher.",,112mins,7.4,21558
tt4853764,TV Show,Stories by Rabindranath Tagore,India,"September 15, 2021",2015,TV-PG,"International TV Shows, TV Dramas",The writings of Nobel Prize winner Rabindranath Tagore come to life in this collection of tales set in early-20th-century Bengal.,TV-PG,43mins,8.8,1295
tt7453996,TV Show,Jack Whitehall: Travels with My Father,United Kingdom,"September 14, 2021",2021,TV-MA,"British TV Shows, Docuseries, International TV Shows","Jovial comic Jack Whitehall invites his stuffy father, Michael, to travel with him through Southeast Asia in an attempt to strengthen their bond.",TV-MA,46mins,7.6,5388
tt8329618,Movie,King of Boys,Nigeria,"September 14, 2021",2018,TV-MA,"Dramas, International Movies","When a powerful businesswoman’s political ambitions are threatened by her underworld connections, the ensuing power struggle could cost her everything.",,169mins,6.1,404
tt14691382,TV Show,The World's Most Amazing Vacation Rentals,Somewhere,"September 14, 2021",2021,TV-PG,Reality TV,"With an eye for every budget, three travelers visit vacation rentals around the globe and share their expert tips and tricks in this reality series.",TV-PG,35mins,6.7,1278
tt15250050,Movie,You vs. Wild: Out Cold,Somewhere,"September 14, 2021",2021,TV-G,Children & Family Movies,"After a plane crash leaves Bear with amnesia, he must make choices to save the missing pilot and survive in this high-stakes interactive adventure.",,25mins,5.3,102
tt2942228,TV Show,Yowamushi Pedal,Japan,"September 14, 2021",2013,TV-14,"Anime Series, International TV Shows","A timid, anime-loving teen gets drawn into a school cycling club, where his new friends help him face tough challenges to develop his racing talent.",TV-14,24mins,7.7,808
tt9769668,Movie,Tughlaq Durbar,Somewhere,"September 11, 2021",2020,TV-14,"Comedies, Dramas, International Movies",A budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.,,145mins,5.4,1566
tt7737528,Movie,Kate,United States,"September 10, 2021",2021,R,Action & Adventure,"Slipped a fatal poison on her final job, a ruthless assassin working in Tokyo has less than 24 hours to find out who ordered the hit and exact revenge.",R,106mins,6.2,57689
tt4052886,TV Show,Lucifer,United States,"September 10, 2021",2021,TV-14,"Crime TV Shows, TV Comedies, TV Dramas","Bored with being the Lord of Hell, the devil relocates to Los Angeles, where he opens a nightclub and forms a connection with a homicide detective.",TV-14,47mins,8.1,308291
tt15216520,TV Show,Metal Shop Masters,Somewhere,"September 10, 2021",2021,TV-MA,Reality TV,"On this competition show, a group of metal artists torch, cut and weld epic, badass creations from hardened steel. Only one will win a $50,000 prize.",TV-MA,0mins,5.6,546
tt15198608,Movie,Prey,Somewhere,"September 10, 2021",2021,TV-MA,"International Movies, Thrillers",A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.,,87mins,4.3,7084
tt12987396,TV Show,Titipo Titipo,Somewhere,"September 10, 2021",2019,TV-Y,"Kids' TV, Korean TV Shows",Titipo the train is out to prove that he's got what it takes to help the folks of Train Village ride the rails safely and reliably.,TV-Y,18mins,6.6,19
tt15095938,Movie,Blood Brothers: Malcolm X & Muhammad Ali,Somewhere,"September 9, 2021",2021,PG-13,"Documentaries, Sports Movies","From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals.",PG-13,95mins,6.9,906
tt6491030,TV Show,Mighty Raju,Somewhere,"September 9, 2021",2017,TV-Y7,Kids' TV,"Born with superhuman abilities, young Raju wants to use his powers to make the world a better place — but that will mean facing plenty of challenges!",,20mins,4.2,57
tt6127004,Movie,Paradise Hills,"Spain, United States","September 9, 2021",2019,TV-MA,"Sci-Fi & Fantasy, Thrillers","Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. That’s bad enough, but its real purpose is even worse.",,95mins,5.3,22298
tt15216504,Movie,The Women and the Murderer,France,"September 9, 2021",2021,TV-14,"Documentaries, International Movies",This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.,PG-13,92mins,6.4,1158
tt10919486,TV Show,Into the Night,Belgium,"September 8, 2021",2021,TV-MA,"International TV Shows, TV Dramas, TV Mysteries",Passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below.,TV-MA,36mins,7.1,30746
tt12299824,Movie,JJ+E,Somewhere,"September 8, 2021",2021,TV-MA,"Dramas, International Movies, Romantic Movies","Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?",,90mins,5.3,1658
tt5691024,Movie,Show Dogs,"United Kingdom, United States","September 8, 2021",2018,PG,"Children & Family Movies, Comedies",A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.,PG,90mins,3.9,4653
tt9581768,TV Show,The Circle,"United States, United Kingdom","September 8, 2021",2021,TV-MA,Reality TV,"Status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000.",TV-MA,52mins,7.3,6380
tt6216786,Movie,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,United States,"September 7, 2021",2018,TV-MA,"Documentaries, Music & Musicals","Using interviews and archival footage, this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant.",,94mins,7.9,1285
tt9248538,TV Show,Kid Cosmic,United States,"September 7, 2021",2021,TV-Y7,"Kids' TV, TV Comedies, TV Sci-Fi & Fantasy",A boy's superhero dreams come true when he finds five powerful cosmic stones. But saving the day is harder than he imagined — and he can't do it alone.,TV-Y7,23mins,7.9,1354
tt15211330,TV Show,Octonauts: Above & Beyond,United Kingdom,"September 7, 2021",2021,TV-Y,"British TV Shows, Kids' TV","The Octonauts expand their exploration beyond the sea — and onto land! With new rides and new friends, they'll protect any habitats and animals at risk.",TV-Y,25mins,7.4,66
tt5540990,TV Show,On the Verge,"France, United States","September 7, 2021",2021,TV-MA,"TV Comedies, TV Dramas","Four women — a chef, a single mom, an heiress and a job seeker — dig into love and work, with a generous side of midlife crises, in pre-pandemic LA.",TV-MA,32mins,6.5,2841
tt12892186,TV Show,Tobot Galaxy Detectives,Somewhere,"September 7, 2021",2019,TV-Y7,Kids' TV,"An intergalactic device transforms toy cars into robots: the Tobots! Working with friends to solve mysteries, they protect the world from evil.",TV-Y7,13mins,7,13
tt15101938,Movie,Untold: Breaking Point,United States,"September 7, 2021",2021,TV-MA,"Documentaries, Sports Movies","Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court.",R,79mins,7.6,2400
tt15166116,TV Show,Countdown: Inspiration4 Mission to Space,Somewhere,"September 6, 2021",2021,TV-14,"Docuseries, Science & Nature TV","From training to launch to landing, this all-access docuseries rides along with the Inspiration4 crew on the first all-civilian orbital space mission.",TV-14,50mins,7.9,1642
tt10168094,Movie,Shadow Parties,Somewhere,"September 6, 2021",2020,TV-MA,"Dramas, International Movies, Thrillers",A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.,,116mins,6.2,9
tt3270208,TV Show,Tayo the Little Bus,South Korea,"September 6, 2021",2016,TV-Y,"Kids' TV, Korean TV Shows","As they learn their routes around the busy city, Tayo and his little bus friends discover new sights and go on exciting adventures every day.",TV-Y,11mins,5.2,156
tt6167894,Movie,Angamaly Diaries,India,"September 5, 2021",2017,TV-14,"Action & Adventure, Comedies, Dramas","After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law.",,132mins,8,5901
tt4738912,Movie,A Champion Heart,United States,"September 4, 2021",2018,G,"Children & Family Movies, Dramas","When a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected.",G,90mins,5.9,395
tt13275052,TV Show,Dive Club,Australia,"September 3, 2021",2021,TV-G,"Kids' TV, TV Dramas, Teen TV Shows","On the shores of Cape Mercy, a skillful group of teen divers investigate a series of secrets and signs after one of their own mysteriously goes missing.",TV-PG,0mins,6.2,789
tt15384346,TV Show,Money Heist: From Tokyo to Berlin,Somewhere,"September 3, 2021",2021,TV-MA,"Docuseries, International TV Shows, Spanish-Language TV Shows","The filmmakers and actors behind ""Money Heist"" characters like Tokyo and the Professor talk about the emotional artistic process of filming the series.",TV-MA,53mins,7.7,836
tt12211696,TV Show,Sharkdog,"United States, Singapore","September 3, 2021",2021,TV-Y,Kids' TV,"Half shark, half dog with a big heart and a belly full of fish sticks! Together, Sharkdog and his human pal Max can take on any silly or messy adventure.",TV-Y,0mins,6.2,136
tt8009744,Movie,Worth,Somewhere,"September 3, 2021",2021,PG-13,Dramas,"In the wake of the Sept. 11 attacks, a lawyer faces an emotional reckoning as he attempts to put a dollar value on the lives lost. Based on real events.",PG-13,118mins,6.8,12745
tt11742798,Movie,Afterlife of the Party,Somewhere,"September 2, 2021",2021,TV-PG,"Comedies, Romantic Movies",Cassie lives to party... until she dies in a freak accident. Now this social butterfly needs to right her wrongs on Earth if she wants to earn her wings.,,109mins,5.7,8223
tt0109134,Movie,Anjaam,India,"September 2, 2021",1994,TV-14,"Dramas, International Movies, Thrillers","A wealthy industrialist’s dangerous obsession with a flight attendant destroys her world, until she takes matters into her own hands to exact revenge.",,146mins,6.6,6465
tt4088770,Movie,Dhanak,India,"September 2, 2021",2015,TV-PG,"Comedies, Dramas, Independent Movies",A movie-loving 10-year-old and her blind little brother trek to meet Indian superstar Shah Rukh Khan for help in getting the boy an eye operation.,,106mins,7.9,3893
tt12789212,Movie,Final Account,"United Kingdom, United States","September 2, 2021",2021,PG-13,Documentaries,This documentary stitches together never-before-seen interviews with the last living generation of people who participated in Hitler's Third Reich.,PG-13,94mins,7.1,950
tt4699202,Movie,Gurgaon,India,"September 2, 2021",2017,TV-14,"Dramas, International Movies, Thrillers","When the daughter of a wealthy family returns from college, she gets a frosty welcome from her brother, who has problems – and plans – of his own.",,107mins,6.5,2191
tt14766058,Movie,Here and There,Somewhere,"September 2, 2021",2020,TV-MA,"Dramas, International Movies, Romantic Movies","After meeting through a heated exchange on social media, two people with different backgrounds begin an online romance in the midst of a pandemic.",,98mins,6.6,48
tt10589932,TV Show,Heroes of Goo Jit Zu,Australia,"September 2, 2021",2021,TV-Y7,"Kids' TV, TV Comedies","After a meteor crash, a group of zoo animals transforms into squishy, gooey and stretchy superheroes with special powers and soon takes on evildoers.",TV-Y7,12mins,7.5,23
tt10220588,TV Show,Hotel Del Luna,Somewhere,"September 2, 2021",2019,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies","When he's invited to manage a hotel for dead souls, an elite hotelier gets to know the establishment's ancient owner and her strange world.",TV-14,80mins,8.2,7832
tt10140028,TV Show,Q-Force,United States,"September 2, 2021",2021,TV-MA,"Crime TV Shows, TV Action & Adventure, TV Comedies","A gay superspy and his scrappy LGBTQ squad fight to prove themselves to the agency that underestimated them. Today, West Hollywood… tomorrow, the world!",TV-MA,23mins,6.4,4963
tt10930586,Movie,Shikara,India,"September 2, 2021",2020,TV-14,"Dramas, International Movies, Romantic Movies",A couple must strive to remain resilient after regional hostilities drive them from their beloved home into a refugee camp.,,118mins,3.3,15026
tt0356470,Movie,A Cinderella Story,"United States, Canada","September 1, 2021",2004,PG,"Children & Family Movies, Comedies",Teen Sam meets the boy of her dreams at a dance before returning to toil in her stepmother's diner. Can her lost cell phone bring them together?,PG,95mins,5.9,86395
tt1823672,Movie,Chappie,"South Africa, United States","September 1, 2021",2015,R,"Action & Adventure, Sci-Fi & Fantasy","In a futuristic society where an indestructible robot police force keeps crime at bay, a lone droid evolves to the next level of artificial intelligence.",R,120mins,6.8,247192
tt0106582,Movie,Cliffhanger,"United States, Italy, France, Japan","September 1, 2021",1993,R,Action & Adventure,"Ranger Gabe Walker and his partner are called to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers.",R,112mins,6.5,128179
tt4382872,Movie,Extraction,"United States, United Kingdom, Canada","September 1, 2021",2015,R,Action & Adventure,"When a retired CIA agent is kidnapped, his son, a government analyst, embarks on an unauthorized mission to find him and halt a terrorist plot.",R,92mins,4.1,11180
tt8936646,Movie,Extraction,"United States, United Kingdom, Canada","September 1, 2021",2015,R,Action & Adventure,"When a retired CIA agent is kidnapped, his son, a government analyst, embarks on an unauthorized mission to find him and halt a terrorist plot.",R,116mins,6.7,192132
tt0439630,Movie,Initial D,"China, Hong Kong","September 1, 2021",2005,TV-14,"Action & Adventure, International Movies","By day, an 18-year-old delivers tofu for his father, a retired race car driver; but by night, it's the teen's turn to take the wheel.",,107mins,6.3,8536
tt4841640,Movie,Janoskians: Untold and Untrue,United States,"September 1, 2021",2016,TV-MA,Comedies,Follow the story of three Australian brothers and their two friends who became an international sensation by posting pranks and gags on YouTube.,,88mins,3.7,160
tt2348803,TV Show,Kuroko's Basketball,Japan,"September 1, 2021",2015,TV-MA,"Anime Series, International TV Shows, Teen TV Shows","Five middle school basketball stars went to separate high schools, and now Tetsuya Kuroko and Seirin High are making their play for glory.",TV-14,24mins,8.3,8052
tt4006302,Movie,Level 16,Canada,"September 1, 2021",2018,TV-14,"Sci-Fi & Fantasy, Thrillers","In a bleak academy that teaches girls the virtues of passivity, two students uncover the ghastly purpose behind their training and resolve to escape.",,102mins,6,11118
tt1602479,Movie,Love in a Puff,Hong Kong,"September 1, 2021",2010,TV-MA,"Comedies, Dramas, International Movies","When the Hong Kong government enacts a ban on smoking cigarettes indoors, the new law drives hard-core smokers outside, facilitating unlikely connections.",,104mins,7.1,2558
tt0096643,TV Show,Major Dad,United States,"September 1, 2021",1992,TV-PG,TV Comedies,"When he marries a journalist and becomes stepdad to her daughters, a U.S. Marine finds his once-orderly life no longer entirely under his command.",TV-PG,24mins,6.4,2866
tt0087843,Movie,Once Upon a Time in America,"Italy, United States","September 1, 2021",1984,R,"Classic Movies, Dramas",Director Sergio Leone's sprawling crime epic follows a group of Jewish mobsters who rise in the ranks of organized crime in 1920s New York City.,R,229mins,8.3,342335
tt0181739,Movie,Osmosis Jones,United States,"September 1, 2021",2001,PG,"Action & Adventure, Children & Family Movies, Comedies",Peter and Bobby Farrelly outdo themselves with this partially animated tale about an out-of-shape 40-year-old man who's the host to various organisms.,PG,95mins,6.3,35711
tt5073746,Movie,Snervous Tyler Oakley,United States,"September 1, 2021",2015,PG-13,"Documentaries, LGBTQ Movies","The inspiring Internet star and LGBT advocate shares an intimate view of his life and relationships during his international ""Slumber Party"" tour.",PG-13,82mins,5.4,473
tt0314353,Movie,Tears of the Sun,United States,"September 1, 2021",2003,R,"Action & Adventure, Dramas","A Navy SEAL is sent to a war-torn African jungle to rescue a doctor, only to realize he must also save the refugees in the physician's care.",R,121mins,6.6,121066
tt0080453,Movie,The Blue Lagoon,United States,"September 1, 2021",1980,R,"Dramas, Romantic Movies","Two shipwrecked children, stranded for years on a deserted island, fall in love as teenagers and attempt to forge a life in the isolated paradise.",R,104mins,5.8,69053
tt0054953,Movie,The Guns of Navarone,"United Kingdom, United States","September 1, 2021",1961,TV-14,"Action & Adventure, Classic Movies","During World War II, British forces launch an attack designed to take out the massive Nazi cannons that guard a critical sea channel.",,158mins,7.5,50150
tt15260794,TV Show,Turning Point: 9/11 and the War on Terror,Somewhere,"September 1, 2021",2021,TV-14,Docuseries,"This unflinching series documents the 9/11 terrorist attacks, from Al Qaeda's roots in the 1980s to America's response, both at home and abroad.",TV-14,62mins,8,8881
tt0107206,Movie,In the Line of Fire,United States,"August 31, 2021",1993,R,"Action & Adventure, Classic Movies",A twisted yet ingenious killer torments a veteran Secret Service agent who's haunted by his failure years ago to save President John F. Kennedy.,R,128mins,7.2,101939
tt14518756,TV Show,Hometown Cha-Cha-Cha,Somewhere,"August 29, 2021",2021,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies","A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way.",TV-14,78mins,8.5,9987
tt15170710,TV Show,The Ingenuity of the Househusband,Somewhere,"August 29, 2021",2021,TV-G,"International TV Shows, TV Comedies",A tough guy with a knack for housework tackles household tasks with meticulous care in these comedic live-action vignettes.,,6mins,6.7,396
tt1077097,Movie,2 Alone in Paris,France,"August 28, 2021",2008,TV-MA,"Comedies, International Movies","A bumbling Paris policeman is doggedly determined to capture the master thief that repeatedly eludes him, even when they're the last two men on Earth.",,94mins,5.4,2482
tt12912830,TV Show,Bread Barbershop,Somewhere,"August 28, 2021",2020,TV-Y,"Kids' TV, TV Comedies","In a town filled with food, Bread is a master cake decorator who gives life-changing makeovers that will put any customer in an amazing mood.",TV-Y,11mins,7.3,125
tt6185846,Movie,Wind River,"United Kingdom, Canada, United States","August 28, 2021",2017,R,"Dramas, Independent Movies",A tracker with the U.S. Fish and Wildlife Service assists a rookie FBI agent who's investigating a teen girl's murder on a remote Wyoming reservation.,R,106mins,7.7,240408
tt1170399,Movie,C Kkompany,India,"August 27, 2021",2008,TV-14,"Action & Adventure, Comedies, International Movies","Three broke friends pose as an underworld gang for extortion, but their plan takes on a life of its own when their phony company becomes famous.",,130mins,5.5,1115
tt4590256,Movie,He's All That,Somewhere,"August 27, 2021",2021,TV-14,"Comedies, Romantic Movies","An influencer specializing in makeovers bets she can transform an unpopular classmate into prom king in this remake of the teen classic ""She's All That.""",R,91mins,4.3,23474
tt13573450,TV Show,I Heart Arlo,Somewhere,"August 27, 2021",2021,TV-Y7,"Kids' TV, TV Comedies",It's a whole new world for Arlo and his one-of-a kind pals when they set out to restore a run-down New York City neighborhood — and make it their own.,TV-Y7,15mins,7,204
tt0488840,Movie,Koi Aap Sa,India,"August 27, 2021",2006,TV-14,"Comedies, Dramas, International Movies","Star athlete Rohan has his eye on a beautiful art student. But when his best friend Simran experiences a crisis, he drops everything to help her.",,142mins,5.5,261
