imdb_id,type,title,country,date_added,release_year,rating,listed_in,description,age_certification,runtime,imdb_score,imdb_votes
tt5730690,TV Show,Kiss Me First,"United Kingdom, United States","June 29, 2018",2018,TV-MA,"British TV Shows, Crime TV Shows, International TV Shows",A lonely young woman hooked on a virtual reality game befriends a party girl who leads her into a world of new thrills and dark secrets.,TV-MA,47mins,6.2,3874
tt8007436,Movie,Penalty Kick,"Colombia, Mexico","June 29, 2018",2018,TV-14,"Comedies, Dramas, International Movies","Convinced Mexico will lose the World Cup qualifier without him, a soccer superfan faces an impossible choice when family obligations stand in his way.",PG-13,89mins,3.7,280
tt8167872,Movie,Recovery Boys,United States,"June 29, 2018",2018,TV-MA,Documentaries,"In a region ravaged by opioid abuse, four young men in a farming-based rehab forge a bond as they try to reinvent their lives after years of addiction.",,90mins,6.7,714
tt8467788,Movie,W. Kamau Bell: Private School Negro,United States,"June 26, 2018",2018,TV-MA,Stand-Up Comedy,"Comedian W. Kamau Bell muses on parenting in the Trump era, ""free speech"" dustups, woke children's TV and his fear of going off the grid.",,65mins,6.4,770
tt7895652,TV Show,Borges,Brazil,"June 25, 2018",2018,TV-MA,"International TV Shows, TV Comedies","Left deeply in debt after their boss flees the country, four import company employees start producing online video content to keep themselves afloat.",TV-MA,24mins,6.2,168
tt2859246,Movie,Expelled from Paradise,Japan,"June 25, 2018",2014,TV-MA,"Action & Adventure, Anime Features, Sci-Fi & Fantasy","In the wake of a global catastrophe, the human survivors are ""uploaded"" into a cyber network, but someone or something is infiltrating the system.",,104mins,6.7,1696
tt15739130,Movie,"To Each, Her Own",France,"June 24, 2018",2018,TV-MA,"Comedies, International Movies, LGBTQ Movies","Just as Simone works up the courage to tell her conservative Jewish family she's a lesbian, she finds herself attracted to a male Senegalese chef.",,95mins,5.4,1726
tt6088922,TV Show,Life Sentence,United States,"June 23, 2018",2018,TV-14,TV Dramas,"Cured of what she thought was terminal cancer, Stella Abbott faces a slew of experiences – good and bad – resulting from years of ""living for today.""",TV-14,42mins,6.4,3855
tt3704700,Movie,Brain on Fire,"United States, Canada, Ireland","June 22, 2018",2016,PG-13,"Dramas, Independent Movies, International Movies","Stricken with seizures, psychosis and memory loss, a young New York Post reporter visits doctor after doctor in search of an elusive diagnosis.",PG-13,95mins,6.6,21164
tt8599562,Movie,Derren Brown: Miracle,United Kingdom,"June 22, 2018",2018,TV-MA,International Movies,"Illusionist Derren Brown reinvents the concept of ""faith healing” through a series of stunts that debunk the confines of fear, pain and disbelief.",,73mins,6.5,1031
tt8521758,Movie,Us and Them,China,"June 22, 2018",2018,TV-MA,"Dramas, International Movies, Romantic Movies","Two strangers meet on a train and form a bond that evolves over the years. After a separation, they reconnect and reflect on their love for each other.",,120mins,7.4,4026
tt8465676,Movie,Hannah Gadsby: Nanette,Australia,"June 19, 2018",2018,TV-MA,Stand-Up Comedy,"Australian comic Hannah Gadsby reshapes standard stand-up by pairing punchlines with personal revelations on gender, sexuality and childhood turmoil.",,69mins,8.1,12035
tt8439854,Movie,Lust Stories,India,"June 15, 2018",2018,TV-MA,"Comedies, Dramas, International Movies","In the companion to 2013's ""Bombay Talkies,"" four short films by four of India's biggest directors explore love, sex and relationships in modern India.",R,120mins,6.4,10725
tt7252000,Movie,Maktub,Israel,"June 15, 2018",2018,TV-MA,"Comedies, International Movies","After surviving a bomb attack, two low-level mobsters in Jerusalem change their ways and set about making strangers' Wailing Wall prayers come true.",PG-13,100mins,7.3,2831
tt5304992,Movie,Set It Up,United States,"June 15, 2018",2018,TV-MA,"Comedies, Romantic Movies","In desperate need of a break from the office, two beleaguered assistants team up to trick their workaholic bosses into falling in love.",PG-13,105mins,6.5,49880
tt6053948,Movie,Sunday's Illness,Spain,"June 15, 2018",2017,PG-13,"Dramas, Independent Movies, International Movies","Decades after being abandoned as a young child, Chiara finds her mother and asks her to spend 10 days together in a remote location.",PG-13,113mins,6.9,3484
tt5688996,Movie,Alex Strangelove,United States,"June 8, 2018",2018,TV-MA,"Comedies, Dramas, Independent Movies",High school senior Alex Truelove's plan to lose his virginity to lovable girlfriend Claire goes awry when he meets the equally lovable Elliot.,R,99mins,6.3,17305
tt2782692,Movie,Ali's Wedding,Australia,"June 8, 2018",2018,TV-MA,"Comedies, Independent Movies, International Movies","After telling a white lie that spins out of control, the son of an Iraqi-born cleric in Melbourne becomes torn between family duty and his own heart.",,110mins,6.9,4959
tt0388644,TV Show,The Staircase,France,"June 8, 2018",2018,TV-MA,"Crime TV Shows, Docuseries, TV Mysteries","Accident or murder? After the mysterious death of his wife, author Michael Peterson watches his life go under the microscope.",TV-MA,49mins,7.8,21531
tt1483202,TV Show,The Night Shift,United States,"June 7, 2018",2017,TV-14,TV Dramas,"After returning from a dangerous tour of duty, an Army doctor finds that working the night shift at a San Antonio hospital can be treacherous, too.",TV-14,42mins,7.5,12069
tt1524993,TV Show,Dinosaur King,Japan,"June 2, 2018",2008,TV-Y7,"Anime Series, Kids' TV","Aided by tablets found near a downed meteorite, Max, Rex and Zoe race the evil Alpha Gang as they travel the globe in search of living dinosaurs.",,21mins,5.6,720
tt6788942,Movie,Bad Genius,Thailand,"June 1, 2018",2017,TV-MA,"Dramas, International Movies, Thrillers",A top student gets pulled into a cheating racket with increasingly higher risks and even higher rewards. But she may lose much more than she gains.,PG-13,130mins,7.6,20430
tt8194716,TV Show,November 13: Attack on Paris,France,"June 1, 2018",2018,TV-MA,"Crime TV Shows, Docuseries, International TV Shows","Survivors and first responders share personal stories of anguish, kindness and bravery that unfolded amid the Paris terror attacks of Nov. 13, 2015.",TV-MA,54mins,8.3,3105
tt7260048,Movie,Outside In,United States,"June 1, 2018",2018,TV-MA,"Dramas, Independent Movies","After serving time for a crime he didn’t commit, a 38-year-old man forms a complicated, life-altering bond with the woman who advocated for his early release.",,109mins,6.7,4611
tt6020164,Movie,Pedal the World,Germany,"June 1, 2018",2015,TV-MA,"Documentaries, International Movies, Sports Movies","Over the course of one memorable and adventure-filled year, Felix Starck documents his 18,000-kilometer bicycle journey across 22 countries.",,84mins,5,1057
tt3339966,TV Show,Unbreakable Kimmy Schmidt,United States,"May 30, 2018",2019,TV-14,TV Comedies,"When a woman is rescued from a doomsday cult and lands in New York City, she must navigate a world she didn’t think even existed anymore.",TV-14,30mins,7.6,70242
tt0367279,TV Show,Arrested Development,United States,"May 29, 2018",2019,TV-MA,TV Comedies,"It's the Emmy-winning story of a wealthy family that lost everything, and the one son who had no choice but to keep them all together.",TV-MA,28mins,8.7,297552
tt8010342,TV Show,The Break with Michelle Wolf,United States,"May 27, 2018",2018,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",Nobody's safe as Michelle Wolf unapologetically takes aim in this weekly topical show that blends sketches with live comedy and in-studio guests.,TV-MA,30mins,5.1,1862
tt6599742,Movie,Sara's Notebook,Spain,"May 26, 2018",2018,TV-MA,"Dramas, International Movies, Thrillers","A naive Madrid lawyer travels to Africa to search for her younger sister, who has gone missing in a part of Congo plagued by violence and strife.",R,115mins,5.9,2699
tt8078816,TV Show,Something in the Rain,South Korea,"May 26, 2018",2018,TV-MA,"International TV Shows, Korean TV Shows, Romantic TV Shows","Reunited with her best friend’s younger brother, who’s back from a stint abroad, a recently dumped career woman begins to see him in a new light.",TV-MA,70mins,8.2,5654
tt7607332,Movie,Fernando Sanjiao: Hombre,Argentina,"May 25, 2018",2018,TV-MA,Stand-Up Comedy,Argentine actor and comedian Fernando Sanjiao uses humor and impersonations to explore the concepts of masculinity and fatherhood in modern times.,,63mins,6.3,57
tt3685236,Movie,Ibiza,United States,"May 25, 2018",2018,TV-MA,"Comedies, Romantic Movies","When Harper is sent to Spain for an important work meeting, her hard-partying friends tag along and convince her to pursue a fling with a famous DJ.",,94mins,5.2,17194
tt8075256,Movie,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,United States,"May 25, 2018",2018,TV-14,Stand-Up Comedy,"Longtime pals and showbiz icons Steve Martin and Martin Short share countless quips, catchy tunes and hilarious stories about their lives in comedy.",,74mins,7.1,2556
tt7701694,TV Show,Mob Psycho 100,Japan,"May 22, 2018",2018,TV-MA,"International TV Shows, TV Action & Adventure, TV Comedies","There's an organization gathering espers for a nefarious purpose. Powerful psychic Mob, however, is just trying to be the protagonist of his own life.",,24mins,5.2,509
tt6095982,Movie,Catching Feelings,South Africa,"May 18, 2018",2018,TV-MA,"Comedies, International Movies, Romantic Movies","Amid growing tensions in their marriage, a Johannesburg professor and his journalist wife find their lives upended by a famous, hard-partying author.",,115mins,5.8,552
tt3910690,TV Show,Inspector Gadget,"Canada, United States, France","May 18, 2018",2017,TV-Y7,"Crime TV Shows, Kids' TV, TV Comedies","Inspector Gadget is back and must face his old enemy, the evil Dr. Claw, who has reactivated MAD, his global crime syndicate.",TV-Y,21mins,4.5,614
tt7321504,Movie,Food on the Go,"Argentina, Italy","May 16, 2018",2017,TV-MA,"Documentaries, International Movies","Epicureans and experts trace the migration of Italian cuisine and its evolution in the Americas, delving into the ideas of origin, diaspora and heritage.",,66mins,6.3,211
tt6774212,Movie,Aiyaary,India,"May 15, 2018",2018,TV-MA,"Action & Adventure, Dramas, International Movies","When his protégé goes rogue and poses a grave threat to the government he serves, a veteran officer of the Indian Army tries to stop him at all costs.",,157mins,5.2,4671
tt7410684,Movie,Ali Wong: Hard Knock Wife,United States,"May 13, 2018",2018,TV-MA,Stand-Up Comedy,"Two years after the hit ""Baby Cobra,"" Ali Wong is back with another baby bump – and a torrent of hilarious truths about marriage and motherhood.",,64mins,7.3,4874
tt6342110,Movie,Spivak,United States,"May 12, 2018",2017,TV-MA,"Comedies, Independent Movies",Struggling writer Wally Spivak is stuck in a rut – until he meets an engaged couple and starts to see life in a whole new way.,,91mins,5.6,732
tt6026278,TV Show,Bill Nye Saves the World,United States,"May 11, 2018",2018,TV-14,Stand-Up Comedy & Talk Shows,Emmy-winning host Bill Nye brings experts and famous guests to his lab for a talk show exploring scientific issues that touch our lives.,TV-14,30mins,3.5,7233
tt8342862,TV Show,Evil Genius,United States,"May 11, 2018",2018,TV-MA,"Crime TV Shows, Docuseries, TV Mysteries",This baffling true crime story starts with the grisly death of a pizza man who robs a bank with a bomb around his neck – and gets weirder from there.,TV-MA,48mins,7.5,27516
tt3799232,Movie,The Kissing Booth,"United Kingdom, United States","May 11, 2018",2018,TV-14,"Comedies, Romantic Movies","When teenager Elle's first kiss leads to a forbidden romance with the hottest boy in high school, she risks her relationship with her best friend.",,105mins,5.9,81639
tt7488702,TV Show,The Who Was? Show,United States,"May 11, 2018",2018,TV-PG,"Kids' TV, TV Comedies",Fresh voices bring some of the most famous names in history to life. A live-action sketch comedy show based on the series of best-selling books.,,25mins,6.8,604
tt8342748,Movie,Hari Kondabolu: Warn Your Relatives,United States,"May 8, 2018",2018,TV-MA,Stand-Up Comedy,"Hari Kondabolu breaks down identity politics, celebrity encounters, his mango obsession and more in an unpredictable stand-up comedy special.",,67mins,6.5,837
tt7895904,Movie,Family Blood,United States,"May 5, 2018",2018,TV-MA,Horror Movies,"A former addict moves to a new city with her children for a fresh start, but her struggle soon takes on an unexpected, supernatural dimension.",,92mins,4.2,2934
tt7322864,Movie,Pup Star: World Tour,"Canada, Japan, United States","May 5, 2018",2018,G,"Children & Family Movies, Comedies, Music & Musicals","Talented pooches from around the world compete to be the next Pup Star, but behind-the-scenes schemes threaten to ruin the fun.",G,87mins,3.8,207
tt7204366,TV Show,A Little Help with Carol Burnett,United States,"May 4, 2018",2018,TV-G,"Stand-Up Comedy & Talk Shows, TV Comedies","Comedy icon Carol Burnett returns to TV with a panel of clever kids, who help adults and celebrity guests solve their problems with brutal honesty.",TV-G,34mins,6.3,233
tt5419536,Movie,Anon,"United Kingdom, Canada, United States, Germany","May 4, 2018",2018,TV-MA,"Dramas, Sci-Fi & Fantasy, Thrillers","In a future where technology has rendered privacy obsolete, a detective investigates a serial assassin who has been deleted from all visual records.",R,100mins,6.1,42608
tt6679412,Movie,Forgive Us Our Debts,"Italy, Switzerland, Albania, Poland","May 4, 2018",2018,TV-MA,"Dramas, International Movies","Threatened by creditors, a newly unemployed man agrees to work for a debt collector, but soon discovers his deal with the devil has unexpected costs.",,104mins,6.2,1573
tt5462936,TV Show,Kong: King of the Apes,"United States, Japan, Canada","May 4, 2018",2018,TV-Y7,Kids' TV,"In 2050, an evil scientist is about to unleash an army of robotic dinosaurs. Now it's up to Kong and friends to fight back and save the day.",TV-Y7,21mins,5.9,325
tt5618256,Movie,Manhunt,"China, Hong Kong","May 4, 2018",2017,TV-MA,"Action & Adventure, International Movies",A Chinese pharmaceutical lawyer framed for a vile crime teams up with a sharp-witted Japanese detective to stop a dangerous corporate plot.,TV-14,43mins,8.1,57459
tt4537986,Movie,Manhunt,"China, Hong Kong","May 4, 2018",2017,TV-MA,"Action & Adventure, International Movies",A Chinese pharmaceutical lawyer framed for a vile crime teams up with a sharp-witted Japanese detective to stop a dangerous corporate plot.,,106mins,5.2,3210
tt6126346,Movie,Thi Mai,Spain,"May 4, 2018",2017,TV-MA,"Comedies, Dramas, International Movies","Along with her two friends, a determined woman travels to Vietnam to bring home the baby her recently deceased daughter had planned to adopt.",G,100mins,6,2504
tt5741304,Movie,Jailbreak,Cambodia,"May 2, 2018",2017,TV-MA,"Action & Adventure, International Movies",Four cops escorting a mobster to a high-security prison fight for survival when a gang boss orchestrates a riot from outside to silence their charge.,,100mins,5.4,1445
tt6721132,Movie,Coffee for All,"Italy, United States, Argentina","May 1, 2018",2017,TV-PG,"Documentaries, International Movies","In Naples, Buenos Aires and New York, people reflect on the Neapolitan tradition of ""suspended coffee"" and how it changed their lives.",,69mins,5.6,385
tt8271714,Movie,John Mulaney: Kid Gorgeous at Radio City,United States,"May 1, 2018",2018,TV-MA,Stand-Up Comedy,"John Mulaney relays stories from his childhood and “SNL,” eviscerates the value of college and laments getting older in this electric comedy special.",R,65mins,7.9,7696
tt7358936,Movie,My Perfect Romance,Canada,"May 1, 2018",2018,PG,"Comedies, International Movies, Romantic Movies","Just in time for Valentine's Day, a program developer pitches a revolutionary dating algorithm to her new CEO, who volunteers them as guinea pigs.",PG-13,91mins,4.6,3012
tt7699866,TV Show,Simon,France,"May 1, 2018",2016,TV-Y,Kids' TV,"With his vivid imagination, Simon the rabbit searches for fun while learning about the importance of responsibility and communication.",TV-Y,5mins,7,127
tt5461956,Movie,The Clapper,United States,"May 1, 2018",2017,R,"Comedies, Dramas, Independent Movies","A newcomer ekes out a living in LA as a professional audience member on infomercials, but life gets complicated when he's thrust into the spotlight.",R,89mins,5.1,7425
tt6060156,Movie,Toc Toc,Spain,"May 1, 2018",2017,TV-MA,"Comedies, International Movies","A group of patients with OCD wait for their flight-delayed doctor to arrive for their appointments, forcing them to endure each other's oddball quirks.",PG,90mins,6.8,18484
tt7356518,TV Show,Black Crows,"Saudi Arabia, Syria, Egypt, Lebanon, Kuwait","April 30, 2018",2017,TV-14,"International TV Shows, TV Dramas","This drama portrays women and kids living under the Islamic State group: a Yazidi slave, an undercover reporter, a recruited mom and child snipers.",TV-MA,39mins,5.4,295
tt6194540,Movie,The Price of Success,France,"April 30, 2018",2017,TV-MA,"Dramas, International Movies","Struggling to balance family ties and a career, a rising comedian of Parisian banlieue roots learns the true price of fame.",,92mins,5.8,362
tt8200004,TV Show,Bobby Kennedy for President,Somewhere,"April 27, 2018",2018,TV-MA,Docuseries,"Historic footage and leading voices of the era examine the ""Bobby Phenomenon"" of the 1960s and the legacy of the man who helped redefine the country.",TV-MA,61mins,8.1,1759
tt6744044,Movie,Candy Jar,United States,"April 27, 2018",2018,TV-14,"Children & Family Movies, Dramas, Romantic Movies",Dueling high school debate champs who are at odds on just about everything forge ahead with ambitious plans to get into the colleges of their dreams.,PG-13,92mins,5.8,4950
tt6197484,Movie,Holy Goalie,Spain,"April 27, 2018",2017,TV-MA,"Comedies, International Movies, Sports Movies",A young priest coaches a team of uncoordinated monks in order to win a soccer tournament and save their monastery from being turned into a hotel.,,95mins,5.3,1603
tt8106570,Movie,The Rachel Divide,United States,"April 27, 2018",2018,TV-MA,Documentaries,"Rachel Dolezal, her family and her critics reckon with the aftermath of a national debate sparked by questions about her racial identity.",,104mins,6.3,2512
tt6821012,Movie,The Week Of,United States,"April 27, 2018",2018,TV-14,Comedies,Two fathers with clashing views about their children's upcoming wedding struggle to keep it together during the chaotic week before the big day.,PG-13,116mins,5.2,21481
tt8328418,Movie,Enissa Amani: Ehrenwort,Germany,"April 26, 2018",2018,TV-MA,Stand-Up Comedy,"Live from Hamburg, Iranian-German comedian Enissa Amani shares her take on German engineering, tax deductions and online fan-mail etiquette.",PG,65mins,5.5,194
tt4853154,Movie,Bill Nye: Science Guy,United States,"April 25, 2018",2017,TV-PG,Documentaries,"The dynamic, bow-tied host behind the young adult science show faces climate-change skeptics as he demonstrates the importance of scientific evidence.",,95mins,6.5,1208
tt7804254,Movie,Fishtronaut: The Movie,Brazil,"April 25, 2018",2018,TV-Y,Children & Family Movies,"Fishtronaut, Marina and Zeek travel to the big city in search of Grandpa, only to find that everyone else has mysteriously vanished too.",G,88mins,7.5,72
tt4838572,Movie,Psychokinesis,South Korea,"April 25, 2018",2018,TV-MA,"Action & Adventure, Comedies, International Movies","Suddenly possessed with supernatural powers, a father sets out to help his estranged daughter, who's at risk of losing everything she's lived for.",,101mins,5.9,5519
tt8324578,Movie,Kevin James: Never Don't Give Up,United States,"April 24, 2018",2018,TV-PG,Stand-Up Comedy,"Kevin James makes his long-awaited return to stand-up in this family-friendly special, dishing on fatherhood, fans, his disdain for allergies and more.",PG,62mins,6.1,1448
tt6151516,Movie,Dude,United States,"April 20, 2018",2018,TV-MA,"Comedies, Dramas, Independent Movies",Four best friends navigate loss and major life changes – and smoke a lot of weed – during their last two weeks of high school.,,90mins,5.2,6873
tt1880399,Movie,Kodachrome,"Canada, United States","April 20, 2018",2018,TV-MA,"Comedies, Dramas","A record company exec joins his estranged dad, a famous photographer who's dying, on a road trip to the last lab still developing Kodachrome film.",,105mins,6.8,16482
tt8139850,Movie,Mercury 13,United States,"April 20, 2018",2018,TV-PG,Documentaries,"After rigorous testing in 1961, a small group of skilled female pilots are asked to step aside when only men are selected for spaceflight.",NC-17,79mins,6.9,1160
tt7698408,TV Show,The Honeymoon Stand Up Special,United States,"April 17, 2018",2018,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies","Impending parenthood does funny things to Natasha Leggero and Moshe Kasher, who dissect family, relationships and more in a trio of stand-up specials.",,31mins,6.8,515
tt6856700,Movie,Beyond Skyline,"United States, Canada, Indonesia, United Kingdom, China, Singapore","April 15, 2018",2017,R,"Action & Adventure, Sci-Fi & Fantasy","In the wake of an extraterrestrial invasion, a suspended L.A. cop teams up with survivors to stop the onslaught and rescue human captives.",R,105mins,5.3,21540
tt1690967,Movie,Come Sunday,United States,"April 13, 2018",2018,TV-14,"Dramas, Faith & Spirituality, Independent Movies",A crisis of faith sets renowned fundamentalist preacher Carlton Pearson on a new spiritual path that jeopardizes everything he holds dear.,,106mins,6,2287
tt3869122,TV Show,The Magic School Bus Rides Again,United States,"April 13, 2018",2018,TV-Y,Kids' TV,"Ms. Frizzle's kid sister Fiona takes the wheel at Walkerville Elementary, leading the class on wild adventures packed with science-fueled fun.",TV-Y,25mins,6.2,812
tt7527694,Movie,Pickpockets,Colombia,"April 12, 2018",2017,TV-MA,"Dramas, Independent Movies, International Movies",Aspiring teen thieves learn what it takes to be successful pickpockets on the streets of Bogotá from a master in the arts of trickery and deception.,,100mins,5.4,1179
tt8259682,Movie,Greg Davies: You Magnificent Beast,United Kingdom,"April 10, 2018",2018,TV-MA,Stand-Up Comedy,"British comedian Greg Davies revisits terrifying dates, manscaping disasters, his father's pranks and more in a savagely funny stand-up special.",,66mins,7.1,2328
tt7218736,TV Show,AMO,Philippines,"April 9, 2018",2017,TV-MA,"International TV Shows, TV Dramas","Despite the Philippine government's crackdown on narcotics, high schooler Joseph expands his drug running while his cop uncle profits from corruption.",TV-MA,24mins,6.6,410
tt6142496,Movie,6 Balloons,United States,"April 6, 2018",2018,TV-MA,"Dramas, Independent Movies",A loyal sister struggles to stay afloat while driving her heroin-addicted brother to a detox center and looking after his 2-year-old daughter.,,75mins,5.9,4087
tt5580392,Movie,Amateur,United States,"April 6, 2018",2018,TV-MA,"Dramas, Independent Movies, Sports Movies","After he's recruited to an elite prep school, a 14-year-old basketball phenom is confronted by corruption and greed in amateur sports.",R,96mins,5.9,4303
tt3469798,Movie,Orbiter 9,"Spain, Colombia","April 6, 2018",2017,TV-14,"Dramas, International Movies, Sci-Fi & Fantasy",A woman who's been alone on a spaceship her whole life becomes enamored with an engineer who suddenly enters her life and upends her universe.,,95mins,5.9,7586
tt8178116,Movie,Seth Rogen's Hilarity for Charity,United States,"April 6, 2018",2018,TV-MA,Stand-Up Comedy,"Seth Rogen and friends combine stand-up, sketches and music for an outrageous comedy special that could only come from the mind of Seth.",,70mins,5,2360
tt5665452,Movie,Sun Dogs,"Mexico, United States","April 6, 2018",2017,TV-MA,"Comedies, Dramas, Independent Movies","Rejected by the Marines but eager to serve his country after 9/11, a simple-minded man performs amateur terrorist surveillance with a young runaway.",,93mins,6.2,2284
tt1807824,TV Show,Wakfu,France,"April 6, 2018",2017,TV-PG,Kids' TV,"Yugo, a 12-year-old Eliatrope with special powers, sets out on a mission to find his true family and uncover the mysteries of Wakfu.",TV-Y7,22mins,8.1,1469
tt3053228,Movie,Day of the Dead: Bloodline,Bulgaria,"April 5, 2018",2018,R,"Horror Movies, Independent Movies","A former medical student battles for survival against an evil human-zombie hybrid determined to destroy her, in this reimagining of the 1985 classic.",R,90mins,3.4,11841
tt8201924,Movie,Fary Is the New Black,France,"April 3, 2018",2018,TV-MA,Stand-Up Comedy,"Armed with sly wit, a fresh outlook and plenty of style, French comedy star Fary veers from dating to stereotypes and beyond in this exclusive special.",,74mins,5.8,132
tt6692354,Movie,Ittefaq,India,"April 3, 2018",2017,TV-MA,"Dramas, International Movies, Thrillers","A homemaker and a writer are prime suspects – and the only witnesses – in a double murder, and it’s up to one detective to uncover the elusive truth.",PG,107mins,7.2,12095
tt6386168,Movie,A Sort of Family,"Argentina, Brazil, France, Poland, Germany, Denmark","April 1, 2018",2017,TV-14,"Dramas, International Movies, Thrillers",An Argentine doctor faces legal and ethical challenges when she travels to the countryside to pick up the infant she has been waiting to adopt.,,95mins,6.3,694
tt1230448,Movie,Billu,India,"April 1, 2018",2009,TV-PG,"Dramas, International Movies","An Indian village is abuzz with news that a major movie star is coming to town – even more so because the town barber went to school with him. But as the day of the actor's visit approaches, the humble barber begins to worry he won't be recognized.",PG,137mins,6.3,11747
tt6433844,TV Show,Fallet,Sweden,"April 1, 2018",2017,TV-MA,"Crime TV Shows, International TV Shows, TV Comedies",A Swedish detective and her timid British colleague's attempt to solve a gruesome murder case nets mixed results and miscommunication.,TV-MA,28mins,6.8,1873
tt2246779,Movie,John Mulaney: New in Town,United States,"April 1, 2018",2012,TV-MA,Stand-Up Comedy,"Stand-up comedian John Mulaney tackles such red-hot topics as quicksand, Motown singers and an elderly man he once met in a bathroom.",,58mins,8.2,6608
tt0347473,Movie,Main Hoon Na,India,"April 1, 2018",2004,TV-14,"Action & Adventure, Comedies, Dramas",Major Ram Prasad Sharma yearns to see project Mission Milaap come to fruition and usher in an era of peace between two warring countries. But the evil Raghavan will do anything to stop the peace process.,PG,179mins,7,35142
tt1024943,Movie,Om Shanti Om,India,"April 1, 2018",2007,TV-14,"Comedies, Dramas, International Movies","Reincarnated 30 years after being killed in a suspicious on-set fire, a small-time actor is determined to punish the person who ignited the blaze.",PG,162mins,6.7,42597
tt0451850,Movie,Paheli,India,"April 1, 2018",2005,TV-PG,"Dramas, International Movies, Romantic Movies",Traditional Indian folklore comes alive in this charming film based on a story by Statwart Vijaydan Detha.,PG-13,141mins,6.3,13206
tt0222270,Movie,Phir Bhi Dil Hai Hindustani,India,"April 1, 2018",2000,TV-14,"Comedies, Dramas, International Movies","In this Bollywood entertainment, two journalists, Ajay and Ria, work for rival TV stations and compete heavily to mask their feelings for each other.",PG-13,160mins,6.1,7556
tt6061074,Movie,First Match,United States,"March 30, 2018",2018,TV-MA,"Dramas, Independent Movies, Sports Movies",A tenacious high school girl raised in foster homes in the inner city tries to reconnect with her ex-con father by joining a boys wrestling team.,,102mins,6.4,2242
tt6423886,Movie,Happy Anniversary,United States,"March 30, 2018",2018,TV-MA,"Comedies, Romantic Movies",A quirky couple spends their three-year dating anniversary looking back at their relationship and contemplating whether they should break up.,,78mins,5.7,4219
tt7981052,TV Show,Rapture,United States,"March 30, 2018",2018,TV-MA,Docuseries,Groundbreaking artists share their life stories in this vibrant documentary series that captures hip-hop's impact on global culture.,TV-MA,60mins,5.4,11
tt6973848,Movie,The Titan,"United Kingdom, Spain, United States, Germany","March 30, 2018",2018,TV-MA,"Dramas, Sci-Fi & Fantasy, Thrillers","On a bleak future Earth, a soldier endures a radical genetic transformation to save humanity. But his wife fears he's becoming more creature than man.",R,97mins,4.8,30698
tt0290988,TV Show,Trailer Park Boys,Canada,"March 30, 2018",2018,TV-MA,"Classic & Cult TV, Crime TV Shows, International TV Shows",Follow the booze-fueled misadventures of three longtime pals and petty serial criminals who run scams from their Nova Scotia trailer park.,TV-MA,25mins,8.6,41791
tt1337032,Movie,Trailer Park Boys: Countdown to Liquor Day,Canada,"March 30, 2018",2009,R,"Comedies, Cult Movies","After their latest jail stint, boozy pals Julian, Bubbles and Ricky plan to go legit but learn trailer park manager Jim aims to demolish their homes.",R,101mins,7.3,7451
tt0425601,Movie,Trailer Park Boys: The Movie,Canada,"March 30, 2018",2006,R,"Comedies, Cult Movies","In this feature-length adventure, Ricky, Julian and Bubbles – just out of jail – plan the lamest scheme yet: to get rich by stealing tons of change.",R,95mins,7.1,12831
tt7596008,TV Show,Trump: An American Dream,United Kingdom,"March 30, 2018",2018,TV-14,Docuseries,"Friends, associates and critics reveal the truly American story of Donald Trump, the brash businessman who defied the odds to become U.S. president.",TV-14,55mins,7.2,4003
tt7818686,TV Show,James Acaster: Repertoire,United Kingdom,"March 27, 2018",2018,TV-14,"British TV Shows, International TV Shows, Stand-Up Comedy & Talk Shows","Offbeat comic James Acaster covers the strange, the mundane and everything in between in this collection of four wide-ranging stand-up specials.",TV-14,52mins,8.4,3545
tt6159150,Movie,Birdshot,"Philippines, Qatar","March 26, 2018",2016,TV-MA,"Dramas, International Movies, Thrillers","A sheltered farm girl inadvertently shoots an endangered Philippine eagle, setting off a police investigation that exposes violence and corruption.",,116mins,6.6,781
tt3317234,Movie,"Game Over, Man!",United States,"March 23, 2018",2018,TV-MA,"Action & Adventure, Comedies",Three buddies with big dreams go from underachieving slackers to badass warriors when their posh hotel is taken over by terrorists.,R,100mins,5.4,29773
tt5712152,Movie,Layla M.,"Netherlands, Belgium, Germany, Jordan","March 23, 2018",2016,TV-MA,"Dramas, International Movies","In response to the repeated bigotry she faces, a Muslim teen in Amsterdam tries to find a sense of belonging in the world of fundamentalist Islam.",,98mins,6.7,1692
tt7949046,Movie,Paradox,United States,"March 23, 2018",2018,TV-MA,"Dramas, Independent Movies, Music & Musicals",Neil Young and his band of outlaws sow seeds of strange mischief and musical wonder under Western skies in this dreamlike film by Daryl Hannah.,,73mins,3.9,711
tt6712390,TV Show,Requiem,United Kingdom,"March 23, 2018",2018,TV-MA,"British TV Shows, International TV Shows, TV Dramas","In the wake of a sudden tragedy, a London cellist unearths secrets that link her mother to the disappearance of a young girl in a small Welsh town.",TV-MA,58mins,6.4,6421
